,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,category,sku,store_website,description,regular_price,url,image,promotion_quantity,brand,store_name,store_slug,discount,store,measurement,image_large_url,product_code,availability,promotion_price,name,img_file
16,16,16,16,CHEESE,3.07E+12,https://www.quartier.sg,"APRICUBE 24 CHEESE CUBES (SCALLOP, SALMON WITH DILL, CRAB FLAVOUR) 125G",6.5,https://www.quartier.sg/products/apericube24pecheur125g,https://cdn.shopify.com/s/files/1/1703/4031/products/APERICUBE_24_PECHEUR_125G_300x.jpg?v=1487665391,,APERICUBE,Quartier,quartier,,,125G,https://cdn.shopify.com/s/files/1/1703/4031/products/APERICUBE_24_PECHEUR_125G.jpg?v=1487665391,8738343112,True,,APERICUBE 24 PECHEUR 125G,APERICUBE_24_PECHEUR_125G_300x.jpg
17,17,17,17,CHEESE,3.07E+12,https://www.quartier.sg,"APRICUBE 24 CHEESE CUBES (TOMATO, HAM, BLUE CHEESE FLAVOUR) 125G",6.5,https://www.quartier.sg/products/apericube24panierdecampagne125g,https://cdn.shopify.com/s/files/1/1703/4031/products/APERICUBE_24_PANIER_DE_CAMPAGNE_125G_300x.jpg?v=1487664810,,APERICUBE,Quartier,quartier,,,125G,https://cdn.shopify.com/s/files/1/1703/4031/products/APERICUBE_24_PANIER_DE_CAMPAGNE_125G.jpg?v=1487664810,8738339336,True,,APERICUBE 24 PANIER DE CAMPAGNE 125G,APERICUBE_24_PANIER_DE_CAMPAGNE_125G_300x.jpg
18,18,18,18,BREAKFAST,3.61E+12,https://www.quartier.sg,ANDROS APPLE PUREE SACHET 10X90G,11.5,https://www.quartier.sg/products/androsgourdepomme10x90g,https://cdn.shopify.com/s/files/1/1703/4031/products/ANDROS_GOURDE_POMME_10X90G_300x.jpg?v=1489731767,,ANDROS,Quartier,quartier,,,10X90G,https://cdn.shopify.com/s/files/1/1703/4031/products/ANDROS_GOURDE_POMME_10X90G.jpg?v=1489731767,8929099848,True,,ANDROS GOURDE POMME 10X90G,ANDROS_GOURDE_POMME_10X90G_300x.jpg
19,19,19,19,BAKING PRODUCTS,3.03E+12,https://www.quartier.sg,ANCEL RASPBERRY CUSTARD FLAN MIX (4 PACKETS) 1 packet to be mixed with 500 ml of milk (4 portions),3.6,https://www.quartier.sg/products/ancelentremetframboise,https://cdn.shopify.com/s/files/1/1703/4031/products/ANCEL_ENTREMET_FRAMBOISE_300x.jpg?v=1487663647,,AMORA,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/ANCEL_ENTREMET_FRAMBOISE.jpg?v=1487663647,8738302280,True,,ANCEL ENTREMET FRAMBOISE,ANCEL_ENTREMET_FRAMBOISE_300x.jpg
20,20,20,20,KITCHEN CUPBOARD,3.25E+12,https://www.quartier.sg,AMORA MEDIUM STRENGTH DIJON MUSTARD 415G,4.5,https://www.quartier.sg/products/amoramoutardemiforte415g,https://cdn.shopify.com/s/files/1/1703/4031/products/BOCAL_415G_MOUTARDE_MI_FORTE_AMORA_300x.jpg?v=1487660746,,AMORA,Quartier,quartier,,,415G,https://cdn.shopify.com/s/files/1/1703/4031/products/BOCAL_415G_MOUTARDE_MI_FORTE_AMORA.jpg?v=1487660746,8738354440,False,,AMORA MOUTARDE MI FORTE 415G,BOCAL_415G_MOUTARDE_MI_FORTE_AMORA_300x.jpg
21,21,21,21,KITCHEN CUPBOARD,8.71E+12,https://www.quartier.sg,AMORA MUSTARD? SAVORA N4 385G,7.5,https://www.quartier.sg/products/amorasavoran4385g,https://cdn.shopify.com/s/files/1/1703/4031/products/AMORA_SAVORA_N4_385G_300x.jpg?v=1487661019,,AMORA,Quartier,quartier,,,385G,https://cdn.shopify.com/s/files/1/1703/4031/products/AMORA_SAVORA_N4_385G.jpg?v=1487661019,8738355656,True,,AMORA SAVORA N4 385G,AMORA_SAVORA_N4_385G_300x.jpg
22,22,22,22,KITCHEN CUPBOARD,3.25E+12,https://www.quartier.sg,AMORA PICKLED CUCUMBER 210G,5.8,https://www.quartier.sg/products/amoracornichons210g,https://cdn.shopify.com/s/files/1/1703/4031/products/AMORA_CORNICHONS_210G_300x.jpg?v=1487660084,,AMORA,Quartier,quartier,,,210G,https://cdn.shopify.com/s/files/1/1703/4031/products/AMORA_CORNICHONS_210G.jpg?v=1487660084,8738355272,True,,AMORA CORNICHONS 210G,AMORA_CORNICHONS_210G_300x.jpg
23,23,23,23,CHILLED,5.41E+12,https://www.quartier.sg,ALVALLE GAZPACHO SOUP 1L,19.5,https://www.quartier.sg/products/alvallegazpacho1l,https://cdn.shopify.com/s/files/1/1703/4031/products/BRICK_1L_GAZPACHO_ALVALLE_300x.jpg?v=1487659201,,ALVALLE,Quartier,quartier,,,1L,https://cdn.shopify.com/s/files/1/1703/4031/products/BRICK_1L_GAZPACHO_ALVALLE.jpg?v=1487659201,8738353224,True,,ALVALLE GAZPACHO 1L,BRICK_1L_GAZPACHO_ALVALLE_300x.jpg
24,24,24,24,BAKING PRODUCTS,3.01E+12,https://www.quartier.sg,"ALSA VITPRIS GELLING AGENT 5 PACKS (suitable for fruit jelly, jams and fruit pastes)",9.5,https://www.quartier.sg/products/alsavitpris5sachets,https://cdn.shopify.com/s/files/1/1703/4031/products/ALSA_VITPRIS_5.DOSES_300x.jpg?v=1487656356,,ALSA,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/ALSA_VITPRIS_5.DOSES.jpg?v=1487656356,8738301448,True,,ALSA VITPRIS 5 SACHETS,ALSA_VITPRIS_5.DOSES_300x.jpg
25,25,25,25,SUPPLEMENTS,3.40E+12,https://www.quartier.sg,Strengthen your gastrointestinal flora with 12 billion gastro-protected probiotics. Protecting and maintaining your intestinal flora is essential to your well b,38.0,https://www.quartier.sg/products/activawellbeingsymbiotic,https://cdn.shopify.com/s/files/1/1703/4031/products/ACTIVA_WELL_BEING_SYMBIOTIC_300x.jpg?v=1487653252,,ACTIVA,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/ACTIVA_WELL_BEING_SYMBIOTIC.jpg?v=1487653252,8738401544,True,,ACTIVA WELL BEING SYMBIOTIC,ACTIVA_WELL_BEING_SYMBIOTIC_300x.jpg
26,26,26,26,SUPPLEMENTS,3.40E+12,https://www.quartier.sg,Feeling good should not be an option. Recharge your batteries with Activa Well Being Vitality? to restore your vitality. Activa Well Being Vitality helps fight a,38.0,https://www.quartier.sg/products/activawellbeingvitality,https://cdn.shopify.com/s/files/1/1703/4031/products/ACTIVA_WELL_BEING_TONUS_VITALITY_300x.jpg?v=1487653456,,ACTIVA,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/ACTIVA_WELL_BEING_TONUS_VITALITY.jpg?v=1487653456,8738399816,True,,ACTIVA WELL BEING VITALITY,ACTIVA_WELL_BEING_TONUS_VITALITY_300x.jpg
27,27,27,27,ALCOHOL,3.11E+12,https://www.quartier.sg,,70.0,https://www.quartier.sg/products/alfredrothschildchampagne1990,https://cdn.shopify.com/s/files/1/1703/4031/products/75CL_CHAMPAGNE_ALFRED_ROTHSCHILD_1990_300x.jpg?v=1487654794,,FRED ROTHSCHILD,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/75CL_CHAMPAGNE_ALFRED_ROTHSCHILD_1990.jpg?v=1487654794,8738421640,True,,ALFRED ROTHSCHILD CHAMPAGNE 1990,75CL_CHAMPAGNE_ALFRED_ROTHSCHILD_1990_300x.jpg
28,28,28,28,KITCHEN CUPBOARD,3.17E+12,https://www.quartier.sg,BEGHIN SAY CUBES SUGAR N4 1 KG,5.1,https://www.quartier.sg/products/beghinsaysucremorceaux1kg,https://cdn.shopify.com/s/files/1/1703/4031/products/BEGHIN_SAY_SUCRE_MORCEAUX_1KG_300x.jpg?v=1487667885,,BEGHIN SAY,Quartier,quartier,,,1KG,https://cdn.shopify.com/s/files/1/1703/4031/products/BEGHIN_SAY_SUCRE_MORCEAUX_1KG.jpg?v=1487667885,8738425416,True,,BEGHIN SAY SUCRE MORCEAUX 1KG,BEGHIN_SAY_SUCRE_MORCEAUX_1KG_300x.jpg
29,29,29,29,SNACKS & SWEETS,3.06E+12,https://www.quartier.sg,BELIN ASSORTED CRACKERS 50G,2.0,https://www.quartier.sg/products/belinbestofcracker50g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELIN_BEST_OF_CRACKER_50G_300x.jpg?v=1487668247,,BELIN,Quartier,quartier,,,50G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELIN_BEST_OF_CRACKER_50G.jpg?v=1487668247,8738296584,True,,BELIN BEST OF CRACKER 50G,BELIN_BEST_OF_CRACKER_50G_300x.jpg
30,30,30,30,KITCHEN CUPBOARD,3.20E+12,https://www.quartier.sg,BALTHOR COD LIVER 121G,3.3,https://www.quartier.sg/products/balthorfoiedemorue121g,https://cdn.shopify.com/s/files/1/1703/4031/products/BTE_121G_FOIE_DE_MORUE_BALTHOR_300x.jpg?v=1487666794,,BADOIT,Quartier,quartier,,,121G,https://cdn.shopify.com/s/files/1/1703/4031/products/BTE_121G_FOIE_DE_MORUE_BALTHOR.jpg?v=1487666794,8738335112,False,,BALTHOR FOIE DE MORUE 121G,BTE_121G_FOIE_DE_MORUE_BALTHOR_300x.jpg
31,31,31,31,BREAKFAST,3.70E+12,https://www.quartier.sg,BANANIA? CHOCOLATE DRINKS POWDER 400G,6.1,https://www.quartier.sg/products/bananiapetitdejeuner400g,https://cdn.shopify.com/s/files/1/1703/4031/products/BANANIA_PETIT_DEJEUNER_400G_300x.jpg?v=1487667314,,BANANIA,Quartier,quartier,,,400G,https://cdn.shopify.com/s/files/1/1703/4031/products/BANANIA_PETIT_DEJEUNER_400G.jpg?v=1487667314,8738304584,False,,BANANIA PETIT DEJEUNER 400G,BANANIA_PETIT_DEJEUNER_400G_300x.jpg
32,32,32,32,KITCHEN CUPBOARD,3.26E+12,https://www.quartier.sg,BELLE FRANCE TUNA IN CATALAN SAUCE 135G,2.9,https://www.quartier.sg/products/bellefrancecatalanethon16,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CATALANE_THON_300x.jpg?v=1487730900,,BELLE FRANCE,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CATALANE_THON.jpg?v=1487730900,8738338376,True,,BELLE FRANCE CATALANE THON 1/6,BELLE_FRANCE_CATALANE_THON_300x.jpg
33,33,33,33,KITCHEN CUPBOARD,3.26E+12,https://www.quartier.sg,BELLE FRANCE EXTRA FINE CARROTS 400G,3.5,https://www.quartier.sg/products/bellefrancecarottesextrafins12,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAROTTES_EXTRA_FINS_300x.jpg?v=1487730440,,BELLE FRANCE,Quartier,quartier,,,,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAROTTES_EXTRA_FINS.jpg?v=1487730440,8738362568,True,,BELLE FRANCE CAROTTES EXTRA FINS 1/2,BELLE_FRANCE_CAROTTES_EXTRA_FINS_300x.jpg
34,34,34,34,KITCHEN CUPBOARD,3.26E+12,https://www.quartier.sg,BELLE FRANCE SUPER FINE CAPER 90G,2.1,https://www.quartier.sg/products/bellefrancecapresurfin90g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAPRE_SURFIN_10_5CL_300x.jpg?v=1487730375,,BELLE FRANCE,Quartier,quartier,,,90G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAPRE_SURFIN_10_5CL.jpg?v=1487730375,8738357128,False,,BELLE FRANCE CAPRE SURFIN 90G,BELLE_FRANCE_CAPRE_SURFIN_10_5CL_300x.jpg
35,35,35,35,DRINKS,3.26E+12,https://www.quartier.sg,BELLE FRANCE BLACKCURRANT SYRUP 75CL,6.5,https://www.quartier.sg/products/bellefrancecassissirop75cl,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CASSIS_SIROP_75CL_300x.jpg?v=1487730782,,BELLE FRANCE,Quartier,quartier,,,75CL,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CASSIS_SIROP_75CL.jpg?v=1487730782,8738352328,True,,BELLE FRANCE CASSIS SIROP 75CL,BELLE_FRANCE_CASSIS_SIROP_75CL_300x.jpg
36,36,36,36,CHEESE,3.26E+12,https://www.quartier.sg,BELLE FRANCE BRICK SHEEP CHEESE (26.3%FAT) 150G,6.1,https://www.quartier.sg/products/bellefrancebriquedebrebis263mg150g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIQUE_DE_BREBIS_300x.jpg?v=1487730061,,BELLE FRANCE,Quartier,quartier,,,150G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIQUE_DE_BREBIS.jpg?v=1487730061,8738342088,True,,BELLE FRANCE BRIQUE DE BREBIS (26.3% MG) 150G,BELLE_FRANCE_BRIQUE_DE_BREBIS_300x.jpg
37,37,37,37,CHEESE,3.26E+12,https://www.quartier.sg,BELLE FRANCE BRICK COW MILK CHEESE 200G,7.5,https://www.quartier.sg/products/bellefrancebriquelaitvache200g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIQUE_LAIT_VACHE_200G_300x.jpg?v=1487730196,,BELLE FRANCE,Quartier,quartier,,,200G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIQUE_LAIT_VACHE_200G.jpg?v=1487730196,8738433928,True,,BELLE FRANCE BRIQUE LAIT VACHE 200G,BELLE_FRANCE_BRIQUE_LAIT_VACHE_200G_300x.jpg
38,38,38,38,BREAKFAST,3.26E+12,https://www.quartier.sg,,4.9,https://www.quartier.sg/products/bellefrancecappucino10x125g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAPPUCINO_10X12.5G_300x.jpg?v=1487843962,,BELLE FRANCE,Quartier,quartier,,,12.5G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CAPPUCINO_10X12.5G.jpg?v=1487843962,8795539464,True,,BELLE FRANCE CAPPUCINO 10X12.5G,BELLE_FRANCE_CAPPUCINO_10X12.5G_300x.jpg
39,39,39,39,BAKERY,3.26E+12,https://www.quartier.sg,BELLE FRANCE PEPITO CHOCOLATE CHIPS BUN 12X27G,9.2,https://www.quartier.sg/products/bellefrancebriochettepepitochocolat12x27g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIOCHETTE_PEPITO_CHOCOLAT_12X27G_300x.jpg?v=1487729886,,BELLE FRANCE,Quartier,quartier,,,12X27G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIOCHETTE_PEPITO_CHOCOLAT_12X27G.jpg?v=1487729886,8738298248,False,,BELLE FRANCE BRIOCHETTE PEPITO CHOCOLAT 12X27G,BELLE_FRANCE_BRIOCHETTE_PEPITO_CHOCOLAT_12X27G_300x.jpg
40,40,40,40,CHEESE,3.26E+12,https://www.quartier.sg,BELLE FRANCE BRILLAT SAVARIN SOFT WHITE CRUSTED COW CHEESE 200G,9.9,https://www.quartier.sg/products/bellefrancebrillatsavarin200g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRILLAT_SAVARIN_200G_300x.jpg?v=1487729605,,BELLE FRANCE,Quartier,quartier,,,200G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRILLAT_SAVARIN_200G.jpg?v=1487729605,8738340808,True,,BELLE FRANCE BRILLAT SAVARIN 200G,BELLE_FRANCE_BRILLAT_SAVARIN_200G_300x.jpg
41,41,41,41,BAKERY,3.26E+12,https://www.quartier.sg,BELLE FRANCE SLICED BREAD 500G,9.5,https://www.quartier.sg/products/bellefrancebriochetranchee500g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIOCHE_TRANCHEE_500G_300x.jpg?v=1487729740,,BELLE FRANCE,Quartier,quartier,,,500G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_BRIOCHE_TRANCHEE_500G.jpg?v=1487729740,8738298120,True,,BELLE FRANCE BRIOCHE TRANCHEE 500G,BELLE_FRANCE_BRIOCHE_TRANCHEE_500G_300x.jpg
42,42,42,42,SNACKS & SWEETS,3.26E+12,https://www.quartier.sg,BELLE FRANCE TASTING? CUILLERS BISCUITS 150G,3.9,https://www.quartier.sg/products/bellefrancebiscuitscuillersdegustation150g,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CUILLERS_DEGUSTATION_150G_300x.jpg?v=1487729303,,BELLE FRANCE,Quartier,quartier,,,150G,https://cdn.shopify.com/s/files/1/1703/4031/products/BELLE_FRANCE_CUILLERS_DEGUSTATION_150G.jpg?v=1487729303,8738324296,True,,BELLE FRANCE BISCUITS CUILLERS DEGUSTATION 150G,BELLE_FRANCE_CUILLERS_DEGUSTATION_150G_300x.jpg
